Sr. No.,Year ,Location,Row,Range,Rep,UniqueID,HSF,Accn,OriginalAccn,Ecotype,Yield,Notes,Whole Harvest
2045,2023,Tifton,Row14,Rnge29,Rep1,B-2-2-1,Fam_112,FID_445,J065.B,Lowland,752,,
2046,2023,Tifton,Row14,Rnge30,Rep1,B-2-2-2,Fam_112,FID_446,J065.B,Lowland,1590,,
2047,2023,Tifton,Row14,Rnge31,Rep1,B-2-2-3,Fam_112,FID_447,J065.B,Lowland,2127,,
2048,2023,Tifton,Row14,Rnge32,Rep1,B-2-2-4,Fam_112,FID_448,J065.B,Lowland,3533,,
2049,2023,Tifton,Row15,Rnge1,Rep1,B-2-3-1,Fam_113,FID_449,J441.A,Lowland,2491,,
2050,2023,Tifton,Row15,Rnge2,Rep1,B-2-3-2,Fam_113,FID_450,J441.A,Lowland,2178,,
2051,2023,Tifton,Row15,Rnge3,Rep1,B-2-3-3,Fam_113,FID_451,J441.A,Lowland,1958,,
2052,2023,Tifton,Row15,Rnge4,Rep1,B-2-3-4,Fam_113,FID_452,J441.A,Lowland,3020,,
2053,2023,Tifton,Row15,Rnge5,Rep1,B-2-4-1,Fam_114,FID_453,J005.A,Lowland,6184,,
2054,2023,Tifton,Row15,Rnge6,Rep1,B-2-4-2,Fam_114,FID_454,J005.A,Lowland,2079,,
2055,2023,Tifton,Row15,Rnge7,Rep1,B-2-4-3,Fam_114,FID_455,J005.A,Lowland,2665,,
2056,2023,Tifton,Row15,Rnge8,Rep1,B-2-4-4,Fam_114,FID_456,J005.A,Lowland,869,,
2057,2023,Tifton,Row15,Rnge9,Rep1,B-2-5-1,Fam_115,FID_457,J280.A,Lowland,3254,,
2058,2023,Tifton,Row15,Rnge10,Rep1,B-2-5-2,Fam_115,FID_458,J280.A,Lowland,2483,,
2059,2023,Tifton,Row15,Rnge11,Rep1,B-2-5-6,Fam_115,FID_459,J280.A,Lowland,2991,,
2060,2023,Tifton,Row15,Rnge12,Rep1,B-2-5-4,Fam_115,FID_460,J280.A,Lowland,2904,,
2061,2023,Tifton,Row15,Rnge13,Rep1,B-2-6-1,Fam_116,FID_461,J019.A,Coastal,4610,,
2062,2023,Tifton,Row15,Rnge14,Rep1,B-2-6-2,Fam_116,FID_462,J019.A,Coastal,,,Missing 
2063,2023,Tifton,Row15,Rnge15,Rep1,B-2-6-3,Fam_116,FID_463,J019.A,Coastal,2904,,
2064,2023,Tifton,Row15,Rnge16,Rep1,B-2-6-4,Fam_116,FID_464,J019.A,Coastal,2358,,
2065,2023,Tifton,Row15,Rnge17,Rep1,B-2-7-1,Fam_117,FID_465,J218.A,Lowland,2748,,
2066,2023,Tifton,Row15,Rnge18,Rep1,B-2-7-2,Fam_117,FID_466,J218.A,Lowland,162,,
2067,2023,Tifton,Row15,Rnge19,Rep1,B-2-7-3,Fam_117,FID_467,J218.A,Lowland,2838,,
2068,2023,Tifton,Row15,Rnge20,Rep1,B-2-7-4,Fam_117,FID_468,J218.A,Lowland,2780,,
2069,2023,Tifton,Row15,Rnge21,Rep1,B-2-8-1,Fam_118,FID_469,J456.A,Coastal,2492,,
2070,2023,Tifton,Row15,Rnge22,Rep1,B-2-8-2,Fam_118,FID_470,J456.A,Coastal,2486,,
2071,2023,Tifton,Row15,Rnge23,Rep1,B-2-8-3,Fam_118,FID_471,J456.A,Coastal,3635,,
2072,2023,Tifton,Row15,Rnge24,Rep1,B-2-8-4,Fam_118,FID_472,J456.A,Coastal,2254,,
2073,2023,Tifton,Row15,Rnge25,Rep1,B-2-9-1,Fam_119,FID_473,J005.A,Lowland,2505,,
2074,2023,Tifton,Row15,Rnge26,Rep1,B-2-9-2,Fam_119,FID_474,J005.A,Lowland,2300,,
2075,2023,Tifton,Row15,Rnge27,Rep1,B-2-9-3,Fam_119,FID_475,J005.A,Lowland,2062,,
2076,2023,Tifton,Row15,Rnge28,Rep1,B-2-9-4,Fam_119,FID_476,J005.A,Lowland,3285,,
2077,2023,Tifton,Row15,Rnge29,Rep1,B-2-10-1,Fam_120,FID_477,J326.A,Coastal,2950,,
2078,2023,Tifton,Row15,Rnge30,Rep1,B-2-10-2,Fam_120,FID_478,J326.A,Coastal,1601,,
2079,2023,Tifton,Row15,Rnge31,Rep1,B-2-10-3,Fam_120,FID_479,J326.A,Coastal,2734,,
2080,2023,Tifton,Row15,Rnge32,Rep1,B-2-10-4,Fam_120,FID_480,J326.A,Coastal,1720,,
2081,2023,Tifton,Row16,Rnge1,Rep1,B-3-1-1,Fam_121,FID_481,J463.A,Coastal,4270,,
2082,2023,Tifton,Row16,Rnge2,Rep1,B-3-1-2,Fam_121,FID_482,J463.A,Coastal,910,,
2083,2023,Tifton,Row16,Rnge3,Rep1,B-3-1-3,Fam_121,FID_483,J463.A,Coastal,1252,,
2084,2023,Tifton,Row16,Rnge4,Rep1,B-3-1-4,Fam_121,FID_484,J463.A,Coastal,2921,,
2085,2023,Tifton,Row16,Rnge5,Rep1,B-3-2-1,Fam_122,FID_485,J177.A,Lowland,4854,,
2086,2023,Tifton,Row16,Rnge6,Rep1,B-3-2-2,Fam_122,FID_486,J177.A,Lowland,204,,
2087,2023,Tifton,Row16,Rnge7,Rep1,B-3-2-3,Fam_122,FID_487,J177.A,Lowland,4368,,
2088,2023,Tifton,Row16,Rnge8,Rep1,B-3-2-4,Fam_122,FID_488,J177.A,Lowland,3699,,
2089,2023,Tifton,Row16,Rnge9,Rep1,B-3-3-1,Fam_123,FID_489,J288.B,Unknown,2723,,
2090,2023,Tifton,Row16,Rnge10,Rep1,B-3-3-2,Fam_123,FID_490,J288.B,Unknown,4622,,
2091,2023,Tifton,Row16,Rnge11,Rep1,B-3-3-3,Fam_123,FID_491,J288.B,Unknown,2012,,
2092,2023,Tifton,Row16,Rnge12,Rep1,B-3-3-4,Fam_123,FID_492,J288.B,Unknown,3601,,
2093,2023,Tifton,Row16,Rnge13,Rep1,B-3-4-1,Fam_124,FID_493,J321.A,Lowland,2284,,
2094,2023,Tifton,Row16,Rnge14,Rep1,B-3-4-2,Fam_124,FID_494,J321.A,Lowland,1561,,
2095,2023,Tifton,Row16,Rnge15,Rep1,B-3-4-3,Fam_124,FID_495,J321.A,Lowland,2535,,
2096,2023,Tifton,Row16,Rnge16,Rep1,B-3-4-4,Fam_124,FID_496,J321.A,Lowland,2751,,
2097,2023,Tifton,Row16,Rnge17,Rep1,B-3-5-1,Fam_125,FID_497,J330.A,Lowland,1881,,
2098,2023,Tifton,Row16,Rnge18,Rep1,B-3-5-2,Fam_125,FID_498,J330.A,Lowland,3443,,
2099,2023,Tifton,Row16,Rnge19,Rep1,B-3-5-3,Fam_125,FID_499,J330.A,Lowland,2131,,
2100,2023,Tifton,Row16,Rnge20,Rep1,B-3-5-4,Fam_125,FID_500,J330.A,Lowland,4306,,
2101,2023,Tifton,Row16,Rnge21,Rep1,C-11-1-1,Fam_126,FID_501,497.A,Lowland,1948,,
2102,2023,Tifton,Row16,Rnge22,Rep1,C-11-1-2,Fam_126,FID_502,497.A,Lowland,2267,,
2103,2023,Tifton,Row16,Rnge23,Rep1,C-11-1-3,Fam_126,FID_503,497.A,Lowland,2038,,
2104,2023,Tifton,Row16,Rnge24,Rep1,C-11-1-4,Fam_126,FID_504,497.A,Lowland,2653,,
2105,2023,Tifton,Row16,Rnge25,Rep1,B-3-7-1,Fam_127,FID_505,J235.A,Lowland,3033,,
2106,2023,Tifton,Row16,Rnge26,Rep1,B-3-7-2,Fam_127,FID_506,J235.A,Lowland,1382,,
2107,2023,Tifton,Row16,Rnge27,Rep1,B-3-7-8,Fam_127,FID_507,J235.A,Lowland,2163,,
2108,2023,Tifton,Row16,Rnge28,Rep1,B-3-7-4,Fam_127,FID_508,J235.A,Lowland,2850,,
2109,2023,Tifton,Row16,Rnge29,Rep1,B-3-8-1,Fam_128,FID_509,J237.A,Lowland,1645,,
2110,2023,Tifton,Row16,Rnge30,Rep1,B-3-8-2,Fam_128,FID_510,J237.A,Lowland,2734,,
2111,2023,Tifton,Row16,Rnge31,Rep1,B-3-8-3,Fam_128,FID_511,J237.A,Lowland,881,,
2112,2023,Tifton,Row16,Rnge32,Rep1,B-3-8-4,Fam_128,FID_512,J237.A,Lowland,2383,,
2113,2023,Tifton,Row17,Rnge1,Rep1,B-3-9-1,Fam_129,FID_513,J312.A,Unknown,2936,,
2114,2023,Tifton,Row17,Rnge2,Rep1,B-3-9-2,Fam_129,FID_514,J312.A,Unknown,2089,,
2115,2023,Tifton,Row17,Rnge3,Rep1,B-3-9-3,Fam_129,FID_515,J312.A,Unknown,1672,,
2116,2023,Tifton,Row17,Rnge4,Rep1,B-3-9-4,Fam_129,FID_516,J312.A,Unknown,5146,,
2117,2023,Tifton,Row17,Rnge5,Rep1,B-3-10-1,Fam_130,FID_517,J008.D,Lowland,2928,,
2118,2023,Tifton,Row17,Rnge6,Rep1,B-3-10-2,Fam_130,FID_518,J008.D,Lowland,569,,
2119,2023,Tifton,Row17,Rnge7,Rep1,B-3-10-3,Fam_130,FID_519,J008.D,Lowland,4687,,
2120,2023,Tifton,Row17,Rnge8,Rep1,B-3-10-4,Fam_130,FID_520,J008.D,Lowland,813,,
2121,2023,Tifton,Row17,Rnge9,Rep1,B-4-1-1,Fam_131,FID_521,J497.C,Unknown,2439,,
2122,2023,Tifton,Row17,Rnge10,Rep1,B-4-1-2,Fam_131,FID_522,J497.C,Unknown,3517,,
2123,2023,Tifton,Row17,Rnge11,Rep1,B-4-1-3,Fam_131,FID_523,J497.C,Unknown,1501,,
2124,2023,Tifton,Row17,Rnge12,Rep1,B-4-1-4,Fam_131,FID_524,J497.C,Unknown,2649,,
2125,2023,Tifton,Row17,Rnge13,Rep1,B-4-2-1,Fam_132,FID_525,J312.A,Unknown,2822,,
2126,2023,Tifton,Row17,Rnge14,Rep1,B-4-2-2,Fam_132,FID_526,J312.A,Unknown,1538,,
2127,2023,Tifton,Row17,Rnge15,Rep1,B-4-2-3,Fam_132,FID_527,J312.A,Unknown,2491,,
2128,2023,Tifton,Row17,Rnge16,Rep1,B-4-2-4,Fam_132,FID_528,J312.A,Unknown,2047,,
2129,2023,Tifton,Row17,Rnge17,Rep1,B-4-3-1,Fam_133,FID_529,J235.A,Lowland,3502,,
2130,2023,Tifton,Row17,Rnge18,Rep1,B-4-3-2,Fam_133,FID_530,J235.A,Lowland,3321,,
2131,2023,Tifton,Row17,Rnge19,Rep1,B-4-3-3,Fam_133,FID_531,J235.A,Lowland,1605,,
2132,2023,Tifton,Row17,Rnge20,Rep1,B-4-3-4,Fam_133,FID_532,J235.A,Lowland,3411,,
2133,2023,Tifton,Row17,Rnge21,Rep1,C-12-6-1,Fam_134,FID_533,J004.B,Lowland,3501,,
2134,2023,Tifton,Row17,Rnge22,Rep1,C-12-6-2,Fam_134,FID_534,J004.B,Lowland,1469,,
2135,2023,Tifton,Row17,Rnge23,Rep1,C-12-6-3,Fam_134,FID_535,J004.B,Lowland,3193,,
2136,2023,Tifton,Row17,Rnge24,Rep1,C-12-6-4,Fam_134,FID_536,J004.B,Lowland,4222,,
2137,2023,Tifton,Row17,Rnge25,Rep1,B-4-5-1,Fam_135,FID_537,J019.A,Coastal,3109,,
2138,2023,Tifton,Row17,Rnge26,Rep1,B-4-5-2,Fam_135,FID_538,J019.A,Coastal,3672,,
2139,2023,Tifton,Row17,Rnge27,Rep1,B-4-5-3,Fam_135,FID_539,J019.A,Coastal,3903,,
2140,2023,Tifton,Row17,Rnge28,Rep1,B-4-5-4,Fam_135,FID_540,J019.A,Coastal,184,,
2141,2023,Tifton,Row17,Rnge29,Rep1,B-4-6-1,Fam_136,FID_541,J271.A,Lowland,1464,,
2142,2023,Tifton,Row17,Rnge30,Rep1,B-4-6-2,Fam_136,FID_542,J271.A,Lowland,1614,,
2143,2023,Tifton,Row17,Rnge31,Rep1,B-4-6-3,Fam_136,FID_543,J271.A,Lowland,2667,,
2144,2023,Tifton,Row17,Rnge32,Rep1,B-4-6-4,Fam_136,FID_544,J271.A,Lowland,3291,,
2145,2023,Tifton,Row18,Rnge1,Rep1,C-11-5-1,Fam_137,FID_545,J073.A,Lowland ,1818,,
2146,2023,Tifton,Row18,Rnge2,Rep1,C-11-5-2,Fam_137,FID_546,J073.A,Lowland ,1799,,
2147,2023,Tifton,Row18,Rnge3,Rep1,C-11-5-3,Fam_137,FID_547,J073.A,Lowland ,252,,
2148,2023,Tifton,Row18,Rnge4,Rep1,C-11-5-4,Fam_137,FID_548,J073.A,Lowland ,1411,,
2149,2023,Tifton,Row18,Rnge5,Rep1,B-4-8-1,Fam_138,FID_549,J319.A,Lowland,3264,,
2150,2023,Tifton,Row18,Rnge6,Rep1,B-4-8-2,Fam_138,FID_550,J319.A,Lowland,421,,
2151,2023,Tifton,Row18,Rnge7,Rep1,B-4-8-3,Fam_138,FID_551,J319.A,Lowland,3104,,
2152,2023,Tifton,Row18,Rnge8,Rep1,B-4-8-4,Fam_138,FID_552,J319.A,Lowland,3081,,
2153,2023,Tifton,Row18,Rnge9,Rep1,B-4-9-1,Fam_139,FID_553,J280.A,Lowland,3380,,
2154,2023,Tifton,Row18,Rnge10,Rep1,B-4-9-2,Fam_139,FID_554,J280.A,Lowland,1264,,
2155,2023,Tifton,Row18,Rnge11,Rep1,B-4-9-3,Fam_139,FID_555,J280.A,Lowland,2486,,
2156,2023,Tifton,Row18,Rnge12,Rep1,B-4-9-4,Fam_139,FID_556,J280.A,Lowland,867,,
2157,2023,Tifton,Row18,Rnge13,Rep1,B-4-10-1,Fam_140,FID_557,J321.A,Lowland,2128,,
2158,2023,Tifton,Row18,Rnge14,Rep1,B-4-10-2,Fam_140,FID_558,J321.A,Lowland,1872,,
2159,2023,Tifton,Row18,Rnge15,Rep1,B-4-10-3,Fam_140,FID_559,J321.A,Lowland,4181,,
2160,2023,Tifton,Row18,Rnge16,Rep1,B-4-10-4,Fam_140,FID_560,J321.A,Lowland,2451,,
2161,2023,Tifton,Row18,Rnge17,Rep1,B-5-1-1,Fam_141,FID_561,J041.A,Lowland,3298,,
2162,2023,Tifton,Row18,Rnge18,Rep1,B-5-1-2,Fam_141,FID_562,J041.A,Lowland,1008,,
2163,2023,Tifton,Row18,Rnge19,Rep1,B-5-1-3,Fam_141,FID_563,J041.A,Lowland,1641,,
2164,2023,Tifton,Row18,Rnge20,Rep1,B-5-1-4,Fam_141,FID_564,J041.A,Lowland,3003,,
2165,2023,Tifton,Row18,Rnge21,Rep1,C-23-6-1,Fam_142,FID_565,497.C,Unknown,2355,,
2166,2023,Tifton,Row18,Rnge22,Rep1,C-23-6-2,Fam_142,FID_566,497.C,Unknown,4234,,
2167,2023,Tifton,Row18,Rnge23,Rep1,C-23-6-3,Fam_142,FID_567,497.C,Unknown,1842,,
2168,2023,Tifton,Row18,Rnge24,Rep1,C-23-6-4,Fam_142,FID_568,497.C,Unknown,1547,,
2169,2023,Tifton,Row18,Rnge25,Rep1,B-5-3-1,Fam_143,FID_569,J222.A,Lowland,1501,,
2170,2023,Tifton,Row18,Rnge26,Rep1,B-5-3-2,Fam_143,FID_570,J222.A,Lowland,2442,,
2171,2023,Tifton,Row18,Rnge27,Rep1,B-5-3-3,Fam_143,FID_571,J222.A,Lowland,3115,,
2172,2023,Tifton,Row18,Rnge28,Rep1,B-5-3-4,Fam_143,FID_572,J222.A,Lowland,4205,,
2173,2023,Tifton,Row18,Rnge29,Rep1,B-5-4-1,Fam_144,FID_573,J652.A,Lowland,2894,,
2174,2023,Tifton,Row18,Rnge30,Rep1,B-5-4-2,Fam_144,FID_574,J652.A,Lowland,4021,,
2175,2023,Tifton,Row18,Rnge31,Rep1,B-5-4-3,Fam_144,FID_575,J652.A,Lowland,1970,,
2176,2023,Tifton,Row18,Rnge32,Rep1,B-5-4-4,Fam_144,FID_576,J652.A,Lowland,3252,,
2177,2023,Tifton,Row19,Rnge1,Rep1,B-5-5-1,Fam_145,FID_577,J456.A,Coastal,4293,,
2178,2023,Tifton,Row19,Rnge2,Rep1,B-5-5-2,Fam_145,FID_578,J456.A,Coastal,2454,,
2179,2023,Tifton,Row19,Rnge3,Rep1,B-5-5-3,Fam_145,FID_579,J456.A,Coastal,1050,,
2180,2023,Tifton,Row19,Rnge4,Rep1,B-5-5-8,Fam_145,FID_580,J456.A,Coastal,3013,,
2181,2023,Tifton,Row19,Rnge5,Rep1,B-5-6-1,Fam_146,FID_581,J222.A,Lowland,2639,,
2182,2023,Tifton,Row19,Rnge6,Rep1,B-5-6-2,Fam_146,FID_582,J222.A,Lowland,576,,
2183,2023,Tifton,Row19,Rnge7,Rep1,B-5-6-3,Fam_146,FID_583,J222.A,Lowland,3680,,
2184,2023,Tifton,Row19,Rnge8,Rep1,B-5-6-8,Fam_146,FID_584,J222.A,Lowland,1764,,
2185,2023,Tifton,Row19,Rnge9,Rep1,B-5-7-1,Fam_147,FID_585,J497.C,Unknown,3888,,
2186,2023,Tifton,Row19,Rnge10,Rep1,B-5-7-2,Fam_147,FID_586,J497.C,Unknown,1499,,
2187,2023,Tifton,Row19,Rnge11,Rep1,B-5-7-3,Fam_147,FID_587,J497.C,Unknown,3152,,
2188,2023,Tifton,Row19,Rnge12,Rep1,B-5-7-4,Fam_147,FID_588,J497.C,Unknown,2322,,
2189,2023,Tifton,Row19,Rnge13,Rep1,B-5-8-1,Fam_148,FID_589,J652.A,Lowland,2619,,
2190,2023,Tifton,Row19,Rnge14,Rep1,B-5-8-2,Fam_148,FID_590,J652.A,Lowland,2649,,
2191,2023,Tifton,Row19,Rnge15,Rep1,B-5-8-3,Fam_148,FID_591,J652.A,Lowland,4147,,
2192,2023,Tifton,Row19,Rnge16,Rep1,B-5-8-4,Fam_148,FID_592,J652.A,Lowland,5031,,
2193,2023,Tifton,Row19,Rnge17,Rep1,B-5-9-1,Fam_149,FID_593,J065.B,Lowland,3521,,
2194,2023,Tifton,Row19,Rnge18,Rep1,B-5-9-2,Fam_149,FID_594,J065.B,Lowland,21,Whole,W
2195,2023,Tifton,Row19,Rnge19,Rep1,B-5-9-3,Fam_149,FID_595,J065.B,Lowland,2553,,
2196,2023,Tifton,Row19,Rnge20,Rep1,B-5-9-4,Fam_149,FID_596,J065.B,Lowland,2034,,
2197,2023,Tifton,Row19,Rnge21,Rep1,B-5-10-1,Fam_150,FID_597,J463.A,Coastal,2668,,
2198,2023,Tifton,Row19,Rnge22,Rep1,B-5-10-2,Fam_150,FID_598,J463.A,Coastal,2117,,
2199,2023,Tifton,Row19,Rnge23,Rep1,B-5-10-3,Fam_150,FID_599,J463.A,Coastal,3532,,
2200,2023,Tifton,Row19,Rnge24,Rep1,B-5-10-4,Fam_150,FID_600,J463.A,Coastal,741,,
2201,2023,Tifton,Row19,Rnge25,Rep1,B-6-1-1,Fam_151,FID_601,J222.A,Lowland,4046,,
2202,2023,Tifton,Row19,Rnge26,Rep1,B-6-1-2,Fam_151,FID_602,J222.A,Lowland,2396,,
2203,2023,Tifton,Row19,Rnge27,Rep1,B-6-1-3,Fam_151,FID_603,J222.A,Lowland,1589,,
2204,2023,Tifton,Row19,Rnge28,Rep1,B-6-1-4,Fam_151,FID_604,J222.A,Lowland,2068,,
2205,2023,Tifton,Row19,Rnge29,Rep1,B-6-2-1,Fam_152,FID_605,J226.A,Lowland,3105,,
2206,2023,Tifton,Row19,Rnge30,Rep1,B-6-2-2,Fam_152,FID_606,J226.A,Lowland,2496,,
2207,2023,Tifton,Row19,Rnge31,Rep1,B-6-2-3,Fam_152,FID_607,J226.A,Lowland,3595,,
2208,2023,Tifton,Row19,Rnge32,Rep1,B-6-2-4,Fam_152,FID_608,J226.A,Lowland,2954,,
2209,2023,Tifton,Row20,Rnge1,Rep1,B-6-3-1,Fam_153,FID_609,J463.A,Coastal,2564,,
2210,2023,Tifton,Row20,Rnge2,Rep1,B-6-3-2,Fam_153,FID_610,J463.A,Coastal,2635,,
2211,2023,Tifton,Row20,Rnge3,Rep1,B-6-3-3,Fam_153,FID_611,J463.A,Coastal,3600,Whole,
2212,2023,Tifton,Row20,Rnge4,Rep1,B-6-3-4,Fam_153,FID_612,J463.A,Coastal,4145,,
2213,2023,Tifton,Row20,Rnge5,Rep1,B-6-4-1,Fam_154,FID_613,J041.A,Lowland,4913,,
2214,2023,Tifton,Row20,Rnge6,Rep1,B-6-4-2,Fam_154,FID_614,J041.A,Lowland,639,,
2215,2023,Tifton,Row20,Rnge7,Rep1,B-6-4-3,Fam_154,FID_615,J041.A,Lowland,1847,,
2216,2023,Tifton,Row20,Rnge8,Rep1,B-6-4-4,Fam_154,FID_616,J041.A,Lowland,3222,,
2217,2023,Tifton,Row20,Rnge9,Rep1,B-6-5-1,Fam_155,FID_617,J441.A,Lowland,3010,,
2218,2023,Tifton,Row20,Rnge10,Rep1,B-6-5-2,Fam_155,FID_618,J441.A,Lowland,1991,,
2219,2023,Tifton,Row20,Rnge11,Rep1,B-6-5-3,Fam_155,FID_619,J441.A,Lowland,3496,,
2220,2023,Tifton,Row20,Rnge12,Rep1,B-6-5-4,Fam_155,FID_620,J441.A,Lowland,3481,,
2221,2023,Tifton,Row20,Rnge13,Rep1,C-12-1-1,Fam_156,FID_621,J073.A,Lowland ,1682,,
2222,2023,Tifton,Row20,Rnge14,Rep1,C-12-1-2,Fam_156,FID_622,J073.A,Lowland ,2217,,
2223,2023,Tifton,Row20,Rnge15,Rep1,C-12-1-3,Fam_156,FID_623,J073.A,Lowland ,2591,,
2224,2023,Tifton,Row20,Rnge16,Rep1,C-12-1-4,Fam_156,FID_624,J073.A,Lowland ,1746,,
2225,2023,Tifton,Row20,Rnge17,Rep1,B-6-7-1,Fam_157,FID_625,J456.A,Coastal,4327,,
2226,2023,Tifton,Row20,Rnge18,Rep1,B-6-7-2,Fam_157,FID_626,J456.A,Coastal,847,,
2227,2023,Tifton,Row20,Rnge19,Rep1,B-6-7-3,Fam_157,FID_627,J456.A,Coastal,2814,,
2228,2023,Tifton,Row20,Rnge20,Rep1,B-6-7-4,Fam_157,FID_628,J456.A,Coastal,2156,,
2229,2023,Tifton,Row20,Rnge21,Rep1,B-6-8-1,Fam_158,FID_629,J330.A,Lowland,5226,,
2230,2023,Tifton,Row20,Rnge22,Rep1,B-6-8-2,Fam_158,FID_630,J330.A,Lowland,2293,,
2231,2023,Tifton,Row20,Rnge23,Rep1,B-6-8-3,Fam_158,FID_631,J330.A,Lowland,3779,,
2232,2023,Tifton,Row20,Rnge24,Rep1,B-6-8-4,Fam_158,FID_632,J330.A,Lowland,3430,,
2233,2023,Tifton,Row20,Rnge25,Rep1,B-6-9-1,Fam_159,FID_633,J237.A,Lowland,672,,
2234,2023,Tifton,Row20,Rnge26,Rep1,B-6-9-2,Fam_159,FID_634,J237.A,Lowland,2116,,
2235,2023,Tifton,Row20,Rnge27,Rep1,B-6-9-3,Fam_159,FID_635,J237.A,Lowland,2034,,
2236,2023,Tifton,Row20,Rnge28,Rep1,B-6-9-4,Fam_159,FID_636,J237.A,Lowland,2533,,
2237,2023,Tifton,Row20,Rnge29,Rep1,B-6-10-1,Fam_160,FID_637,J326.A,Coastal,2964,,
2238,2023,Tifton,Row20,Rnge30,Rep1,B-6-10-2,Fam_160,FID_638,J326.A,Coastal,78,,W
2239,2023,Tifton,Row20,Rnge31,Rep1,B-6-10-3,Fam_160,FID_639,J326.A,Coastal,969,,
2240,2023,Tifton,Row20,Rnge32,Rep1,B-6-10-4,Fam_160,FID_640,J326.A,Coastal,1134,,
2241,2023,Tifton,Row21,Rnge1,Rep1,B-7-1-1,Fam_161,FID_641,J652.A,Lowland,5616,,
2242,2023,Tifton,Row21,Rnge2,Rep1,B-7-1-2,Fam_161,FID_642,J652.A,Lowland,1528,,
2243,2023,Tifton,Row21,Rnge3,Rep1,B-7-1-3,Fam_161,FID_643,J652.A,Lowland,1396,,
2244,2023,Tifton,Row21,Rnge4,Rep1,B-7-1-4,Fam_161,FID_644,J652.A,Lowland,3603,,
2245,2023,Tifton,Row21,Rnge5,Rep1,C-14-4-1,Fam_162,FID_645,497.C,Unknown,837,,
2246,2023,Tifton,Row21,Rnge6,Rep1,C-14-4-2,Fam_162,FID_646,497.C,Unknown,3284,,
2247,2023,Tifton,Row21,Rnge7,Rep1,C-14-4-3,Fam_162,FID_647,497.C,Unknown,1603,,
2248,2023,Tifton,Row21,Rnge8,Rep1,C-14-4-4,Fam_162,FID_648,497.C,Unknown,4253,,
2249,2023,Tifton,Row21,Rnge9,Rep1,B-7-3-1,Fam_163,FID_649,J177.A,Lowland,1700,,
2250,2023,Tifton,Row21,Rnge10,Rep1,B-7-3-2,Fam_163,FID_650,J177.A,Lowland,1552,,
2251,2023,Tifton,Row21,Rnge11,Rep1,B-7-3-3,Fam_163,FID_651,J177.A,Lowland,3544,,
2252,2023,Tifton,Row21,Rnge12,Rep1,B-7-3-4,Fam_163,FID_652,J177.A,Lowland,2936,,
2253,2023,Tifton,Row21,Rnge13,Rep1,B-7-4-1,Fam_164,FID_653,J319.A,Lowland,3942,,
2254,2023,Tifton,Row21,Rnge14,Rep1,B-7-4-2,Fam_164,FID_654,J319.A,Lowland,4142,,
2255,2023,Tifton,Row21,Rnge15,Rep1,B-7-4-3,Fam_164,FID_655,J319.A,Lowland,2791,,
2256,2023,Tifton,Row21,Rnge16,Rep1,B-7-4-4,Fam_164,FID_656,J319.A,Lowland,548,,
2257,2023,Tifton,Row21,Rnge17,Rep1,B-7-5-1,Fam_165,FID_657,J312.A,Unknown,6952,,
2258,2023,Tifton,Row21,Rnge18,Rep1,B-7-5-2,Fam_165,FID_658,J312.A,Unknown,3769,,
2259,2023,Tifton,Row21,Rnge19,Rep1,B-7-5-3,Fam_165,FID_659,J312.A,Unknown,1526,,
2260,2023,Tifton,Row21,Rnge20,Rep1,B-7-5-4,Fam_165,FID_660,J312.A,Unknown,4378,,
2261,2023,Tifton,Row21,Rnge21,Rep1,B-7-6-1,Fam_166,FID_661,J065.B,Lowland,3059,,
2262,2023,Tifton,Row21,Rnge22,Rep1,B-7-6-2,Fam_166,FID_662,J065.B,Lowland,1715,,
2263,2023,Tifton,Row21,Rnge23,Rep1,B-7-6-3,Fam_166,FID_663,J065.B,Lowland,2093,,
2264,2023,Tifton,Row21,Rnge24,Rep1,B-7-6-4,Fam_166,FID_664,J065.B,Lowland,2238,,
2265,2023,Tifton,Row21,Rnge25,Rep1,B-7-7-1,Fam_167,FID_665,J497.C,Unknown,3028,,
2266,2023,Tifton,Row21,Rnge26,Rep1,B-7-7-2,Fam_167,FID_666,J497.C,Unknown,3072,,
2267,2023,Tifton,Row21,Rnge27,Rep1,B-7-7-3,Fam_167,FID_667,J497.C,Unknown,1757,,
2268,2023,Tifton,Row21,Rnge28,Rep1,B-7-7-4,Fam_167,FID_668,J497.C,Unknown,4394,,
2269,2023,Tifton,Row21,Rnge29,Rep1,B-7-8-1,Fam_168,FID_669,J177.A,Lowland,2895,,
2270,2023,Tifton,Row21,Rnge30,Rep1,B-7-8-2,Fam_168,FID_670,J177.A,Lowland,6377,,
2271,2023,Tifton,Row21,Rnge31,Rep1,B-7-8-3,Fam_168,FID_671,J177.A,Lowland,,Dead,
2272,2023,Tifton,Row21,Rnge32,Rep1,B-7-8-4,Fam_168,FID_672,J177.A,Lowland,8606,,
2273,2023,Tifton,Row22,Rnge1,Rep1,B-7-9-1,Fam_169,FID_673,J441.A,Lowland,5488,,
2274,2023,Tifton,Row22,Rnge2,Rep1,B-7-9-2,Fam_169,FID_674,J441.A,Lowland,1023,,
2275,2023,Tifton,Row22,Rnge3,Rep1,B-7-9-3,Fam_169,FID_675,J441.A,Lowland,3432,,
2276,2023,Tifton,Row22,Rnge4,Rep1,B-7-9-4,Fam_169,FID_676,J441.A,Lowland,5292,,
